"TreeTopology","Netname","netType"
"(((l4:0.2065629865,(l8:0.05138334186,l9:0.05138334186)i7:0.1551796446)i5:0.4307653617,(l2:0.3679110267,(l5:0.1419450197,l7:0.14194501965)i10:0.22596600704)i8:0.2694173215)i4:0.4852593096,((l6:0.42129874304000003,(l10:0.02712596662,l11:0.02712596662)i15:0.39417277640000004)i13:0.1161343971,l3:0.5374331401000001)i12:0.5851545176)i3;","BLN50_36.nwk.txt","LN50"
"((l4:0.3457671622,l5:0.3457671622)i4:0.3390672819,((((l6:0.2773173581,l8:0.2773173581)i9:0.2315794214,(l9:0.1909063605,((l11:0.02449236975,l12:0.02449236975)i13:0.07866936001,l10:0.1031617298)i12:0.08774463076)i11:0.317990419)i8:0.06363169527,l7:0.5725284748)i6:0.1045002323,l3:0.677028707)i5:0.007805737047)i3;","BLN50_3.nwk.txt","LN50"
"(((l3:0.3719093559,l7:0.37190935589999996)i5:0.4964911672,(t2:0.3067361142,l8:0.30673611422)i8:0.561664408957)i4:0.9167113204,((l4:0.3377089912,(l5:0.3094736699,(l6:0.2916053008,(l9:0.001067827484,l10:0.001067827484)i15:0.2905374733)i14:0.01786836905)i12:0.02823532129)i11:0.5098633123,l2:0.8475723035)i10:0.9375395401)i3;","BLN50F_22.nwk.txt","LN50"
"(((((l10:0.18477834618,l8:0.1847783462)i12:0.4976574242,(l6:0.2617387659,(l12:0.004138229375,l13:0.004138229375)i11:0.2576005365)i10:0.4206970045)i8:0.1935092365,(l5:0.7612358165,(l11:0.08107711068,t8:0.08107711068)i16:0.6801587058)i15:0.1147091903)i7:0.1744397143,l9:1.0503847211)i6:0.3969011286,l7:1.4472858494000003)i3;","LN50_98.nwk.txt","LN50"
"(((l8:0.01070929948,l9:0.01070929948)i5:0.2171542984,t3:0.2278635979)i4:2.163792644,(((((l10:0.006175022078,l11:0.006175022078)i11:0.002409131594,t11:0.008584153672)i10:0.4295169706,l6:0.43810112430000003)i8:0.5391886533,(l5:0.2717379882,l7:0.2717379882)i13:0.7055517894000001)i7:0.01472119627,l4:0.9920109739)i6:1.399645268)i3;","BLN50_96.nwk.txt","LN50"
"(((l5:0.178712484,l6:0.178712484)i5:0.1028501041,l4:0.2815625881)i4:0.7269137796,((l2:0.31178554,(l3:0.2828327043,t31:0.2828327043)i8:0.02895283572)i7:0.4668945001,(((l9:0.04011755413,l10:0.04011755413)i11:0.1222127257,l7:0.1623302799)i10:0.09291823197,l8:0.2552485118)i9:0.5234315283)i6:0.2297963276)i3;","LN50F_88.nwk.txt","LN50"
"(((l6:0.5017594557,((l11:0.01688188568,l12:0.01688188568)i13:0.1114589132,(l9:0.05169427395,l10:0.05169427395)i15:0.07664652491)i12:0.3734186569)i11:0.2532775262,(l7:0.0992338497,l8:0.0992338497)i10:0.65580313216)i7:1.641242912,((l4:0.7154527114,l5:0.7154527114)i6:0.07312361412,t24:0.7885763255)i5:1.607703568)i3;","LN50_56.nwk.txt","LN50"
"((((((t31:0.1151991071,((l6:0.1541268697,l5:0.1541268697)i14:0.08011819018,(l11:0.03795108429,l12:0.03795108429)i16:0.1962939756)i13:0.1047064332)i12:0.0409210499,(l7:0.1217165939,l8:0.1217165939)i10:0.25815594901)i8:0.05101144366,(l9:0.05115289834,l10:0.05115289834)i18:0.3797310882)i7:0.0903081789,l4:0.5211921655)i6:0.222292203,l3:0.7434843685)i4:1.36856254,t26:1.005469248)i3;","LN50F_34.nwk.txt","LN50"
"(((l4:1.197666762,(l10:0.1880762771,l9:0.1880762771)i7:1.0095904843999999)i5:0.7900938159,t21:0.7308084183)i4:0.7841057354,(t29:0.7770722599,(((l6:0.3985962861,(t31:0.3880921192,l7:0.3880921192)i13:0.01050416686)i12:0.03088737098,l5:0.429483657)i11:0.08181541604,(l8:0.288813192,(l11:0.1242277896,l12:0.1242277896)i16:0.16458540241)i14:0.2224858811)i10:1.779549928)i9:0.4810173121)i3;","LN50F_95.nwk.txt","LN50"
"((l9:0.01461752089,l10:0.01461752089)i4:2.010460773,(((((l11:0.006724775595,l12:0.006724775595)i9:0.08678171518,l6:0.09350649077)i8:0.1038583138,l5:0.1973648046)i7:0.1949894141,l8:0.39235421872)i6:1.019793406,((l4:0.2206596765,l7:0.22065967652000001)i14:1.131472546,l3:1.352132223)i13:0.06001540203)i5:0.6129306688)i3;","LN50_41.nwk.txt","LN50"
"((l2:0.6345974443,((l8:0.01173599793,l9:0.01173599793)i6:0.231309674,l3:0.2430456719)i5:0.3915517724)i4:0.4738013458,(((l4:0.06281170276,(l6:0.04340961274,l7:0.04340961274)i11:0.01940209002)i9:0.02311191428,(l10:0.008478509703,l11:0.008478509703)i12:0.07744510733)i8:0.9081040643,l5:0.9940276812600001)i7:0.1143711088)i3;","BLN50_89.nwk.txt","LN50"
"(((l3:0.9646321585,(l6:0.231191226,(l8:0.04653199133,(l11:0.01635343156,t28:0.01635343156)i9:0.03017855977)i8:0.1846592346)i6:0.7334409325)i5:0.5203860267,(l4:0.32842849,l5:0.32842849)i10:1.156589695)i4:0.3861627974,((l9:0.03805205887,l10:0.03805205887)i12:0.4190208167,l7:0.4570728756)i11:1.414108107)i3;","LN50_24.nwk.txt","LN50"
"(((l4:0.3865231026,l8:0.38652310267)i5:0.3772517428,(((l6:0.2025991135,l7:0.20259911357)i11:0.5222486384,t3:0.7248477519)i10:0.007814237523,l3:0.7326619895)i9:0.03111285589)i4:0.4774253452,(t2:0.2659050277,((l9:0.01183241534,l10:0.01183241534)i17:0.205004023,l5:0.2168364383)i16:0.049068589419999996)i14:0.9752951629)i3;","BLN50F_63.nwk.txt","LN50"
"((l7:0.07381952616,l8:0.07381952616)i4:1.713898539,((l1:0.2167620456,l2:0.2167620456)i6:0.6709971956,(((((l3:0.2030485841,l6:0.203048584131)i13:0.1448384362,l5:0.34788702029999996)i11:0.003906253164,l9:0.3517932735)i9:0.08536654831,l10:0.4371598218)i8:0.008542122142,l4:0.4457019439)i7:0.4420572973)i5:0.8999588235)i3;","LN50F_19.nwk.txt","LN50"
"(l3:1.393191062,(((l4:0.6437216734,(l5:0.3690475394,t24:0.3690475394)i8:0.274674134)i6:0.0153193132,(l6:0.3259865426,(l9:0.02754274598,l10:0.02754274598)i14:0.29844379658)i11:0.333054444)i5:0.3260022393,(l7:0.06056422727,(t14:0.0305059842,l8:0.0305059842)i17:0.03005824307)i15:0.9244789986)i4:0.4081478356)i3;","BLN50F_37.nwk.txt","LN50"
"((t12:0.5262959648,(l3:0.6262110557,(((l5:0.1370080745,l6:0.1370080745)i13:0.2706148275,(l7:0.01329223251,(l9:0.002464357561,l10:0.002464357561)i12:0.01082787495)i10:0.394330669471)i8:0.03768733056,((l11:0.218917972218,t29:0.218917972218)i15:0.1823448131,l4:0.4012627853)i14:0.04404744723)i7:0.1809008232)i6:0.2602750862)i5:0.3464987761,l8:1.23298491851)i3;","BLN50F_66.nwk.txt","LN50"
"((((t13:0.366260712,l8:0.366260712)i6:0.2686988749,(l10:0.1001938447,l12:0.1001938447)i8:0.5347657422)i5:0.1692644335,(l4:0.5141711475,l5:0.5141711475)i10:0.2900528729)i4:0.217710433,(((l7:0.3290419531,l11:0.3290419531)i15:0.1661815788,l6:0.4952235319)i13:0.03031450662,l9:0.5255380385)i11:0.4963964149)i3;","LN50_62.nwk.txt","LN50"
"((l4:0.440177655,l8:0.44017765509999995)i4:0.5089942453,((((l10:0.09109069829,l11:0.09109069829)i9:0.5254076396,(l5:0.253905299,l6:0.253905299)i10:0.3625930388)i8:0.1927189286,(l3:0.5624283113,(l7:0.1631062322,l9:0.1631062322)i12:0.3993220791)i11:0.2467889552)i7:0.1257985802,l2:0.9350158467)i6:0.01415605356)i3;","BLN50_9.nwk.txt","LN50"
"((l3:0.8046121603,(l5:0.3838201777,((l6:0.2860021034,l7:0.2860021034)i7:0.06014965822,(l11:0.0837621163,l10:0.0837621163)i8:0.2623896453)i6:0.03766841612)i5:0.4207919826)i4:1.120708806,(((l8:0.2588674865,l9:0.2588674865)i12:0.3588270032,l4:0.6176944897)i11:0.9442300668,l2:1.561924556)i10:0.3633964098)i3;","LN50_79.nwk.txt","LN50"
"(((l7:0.0603438127,l8:0.0603438127)i15:0.8206987333,(t16:0.6944804601,(l3:0.540072015,((l5:0.12976300659,l6:0.12976300659)i10:0.09114411114,((l9:0.05429720203,l10:0.05429720203)i14:0.06117440538,l4:0.1154716074)i13:0.1054355103)i9:0.3191648974)i8:0.1544084451)i7:0.18656208595)i5:0.07015012398,l2:0.9511926700300001)i3;","BLN50F_16.nwk.txt","LN50"
"((((l4:0.7178305306,(l5:0.5206382576,l6:0.5206382576)i17:0.19719227298)i15:0.08674326091,l10:0.80457379154)i13:0.4823408069,(((l11:0.06882394074,l12:0.06882394074)i11:0.2115804698,l9:0.2804044106)i10:0.03684205222,l7:0.3172464628)i9:0.9696681356)i7:0.08232163037,(t21:0.2855131817,l8:0.2855131817)i6:1.0837230471)i3;","LN50_22.nwk.txt","LN50"
"((((l5:0.05810312599,(l7:0.05320689949,l10:0.05320689949)i15:0.004896226496)i13:0.5096030901,l6:0.56770621609)i11:0.4728191354,t11:1.04052535204)i10:0.1126342741,(l2:0.5952050181,(l3:0.4278029106,(l4:0.3774611147,(l8:0.04519619031,l9:0.04519619031)i9:0.3322649244)i8:0.0503417959)i7:0.1674021075)i6:0.5579546076)i4;","LN50F_97.nwk.txt","LN50"
"((((l6:0.9397093291,t23:0.9397093291)i8:0.7656148727,l12:1.7053242014999999)i5:0.6137671766,((t27:0.1868188044,(l8:0.3270364414,l9:0.3270364414)i13:1.536450988)i12:0.4233754738,t29:0.005528572799)i11:0.03222847546)i4:0.04166955322,(((t14:0.1320725063,l13:0.1320725063)i17:0.6941405655,(l7:0.5781118589,(l10:0.151662006,l11:0.151662006)i20:0.4264498529)i19:0.248101213)i16:1.106738882,t3:0.01445287639)i15:0.42780897832)i3;","BLN50F_85.nwk.txt","LN50"
"(((l8:0.1309012379,l9:0.1309012379)i5:1.149502195,(((l5:0.4241446542,(l6:0.1724687868,(l11:0.03246125224,(l12:0.008241905056,l13:0.008241905056)i15:0.02421934718)i13:0.1400075345)i11:0.25167586747)i8:0.1611054351,(t29:0.3130792639,l10:0.47620794357)i16:0.1090421458)i7:0.1744616062,(l4:0.4456819704,(l7:0.1327058616,t28:0.13205354484)i19:0.3129761087)i18:0.3140297252)i6:0.5206917376)i4:0.08434629408,t26:0.2322105857)i3;","LN50F_6.nwk.txt","LN50"
"((l3:0.7126511627,l4:0.7126511627)i4:1.752217174,(t6:1.685312674,(t25:0.7565027193,((l10:0.83436889077,(l5:0.523774323,l6:0.523774323)i11:0.3105945678)i9:0.324664724,(l7:0.5070298841,((l9:0.08845155323,l11:0.08845155323)i16:0.02620492264,l8:0.1146564759)i15:0.3923734083)i14:0.6520037306)i8:0.2924250116)i7:0.2338540479)i6:0.779555662)i3;","LN50F_50.nwk.txt","LN50"
"(t6:0.8535189652,(((l4:0.5486320966,l5:0.5486320966)i6:0.594300822,t18:0.3242602558)i5:0.03586553643,((l6:0.3265236169,((l11:0.0132014337,l12:0.0132014337)i10:0.08247910669,l10:0.09568054039)i9:0.2308430765)i8:0.7155264698,((l7:0.380140418,(l8:0.2367198324,l9:0.2367198324)i14:0.14342058565500002)i12:0.4894613839,l3:0.8696018019)i11:0.1724482848)i7:0.1367483684)i4:3.461321726)i3;","LN50F_67.nwk.txt","LN50"
"((((t12:0.1362019519,l7:0.1362019519)i7:0.4359673398,l2:0.5721692918000001)i5:0.1827939602,((l9:0.01220973945,l10:0.01220973945)i10:0.008066437452,l8:0.0202761769)i9:0.7346870751000001)i4:0.352600457,(l3:0.1815885605,((l5:0.1634759679,l6:0.1634759679)i13:0.003552482839,l4:0.1670284507)i12:0.01456010977)i11:0.9259751484)i3;","BLN50_55.nwk.txt","LN50"
"((((l8:0.07838433669,l9:0.07838433669)i6:0.4702751744,((l6:0.1296636847,l7:0.1296636847)i9:0.3169470991,l5:0.4466107838)i7:0.1020487273)i5:0.04703909619,((l3:0.2326405228,l4:0.2326405228)i12:0.07210776745,l2:0.3047482903)i11:0.290950317)i4:0.3127171603,(l10:0.003024467017,l11:0.003024467017)i13:0.9053913006)i3;","LN50_43.nwk.txt","LN50"
"((((((l6:0.1155219726,l8:0.1155219726)i8:0.1819287627,l2:0.2974507353)i7:0.01933813609,(l4:0.1178482101,l5:0.1178482101)i10:0.1989406612)i6:0.06982441252,(l9:0.02597644163,l10:0.02597644163)i11:0.3606368423)i5:0.6156770127,l1:1.002290297)i4:0.2521081761,(l3:0.2845414136,l7:0.28454141359999996)i12:0.969857059)i3;","BLN50F_44.nwk.txt","LN50"
"((((l3:0.2236377103,l4:0.2236377103)i6:0.2050539531,(l2:0.2438369577,(l8:0.06561748124,l6:0.06561748124)i8:0.1782194765)i7:0.1848547057)i5:0.5191374663,((l1:0.6004063615,l7:0.6004063614899999)i12:0.2825347908,l5:0.88294115224)i11:0.06488797747)i4:0.2196584524,(l9:0.01209312384,l10:0.01209312384)i15:1.155394458)i3;","BLN50_95.nwk.txt","LN50"
"(((l6:0.08028543924,(l10:0.007529228704,l9:0.007529228704)i9:0.07275621054)i8:0.1502705367,(l7:0.02114611497,l8:0.02114611497)i6:0.20940986093)i4:0.4993094146,((l2:0.3506242047,((l4:0.1412460695,l5:0.1412460695)i16:0.1627550545,l3:0.30400112401)i13:0.04662308062)i12:0.08477677926,l1:0.4354009839)i11:0.2944644066)i3;","LN50F_47.nwk.txt","LN50"
"(((l6:0.1221666053,l7:0.1221666053)i5:0.01181606833,l5:0.1339826736)i4:0.6508856178,((l2:0.3354379599,(((l8:0.0008482288868,l10:0.0008482288868)i10:0.02620012742,l9:0.0270483563068)i9:0.2553903796,(l3:0.136355385,l4:0.136355385)i13:0.1460833509)i8:0.05299922397)i7:0.2227196802,l1:0.5581576401)i6:0.2267106514)i3;","LN50_25.nwk.txt","LN50"
"((t6:0.02308483429,(((t32:0.9296849625,l10:1.0035688406)i7:0.5271584848,(l13:0.001375952969,l14:0.001375952969)i10:1.52935137284)i6:0.1544796791,(l5:1.501076376,((t9:0.2928949425,(l11:0.05660580303,l12:0.05660580303)i16:1.1377628484)i14:0.08778439571,(l6:0.7678582483,((l8:0.2871869203,l9:0.2871869203)i19:0.1899921077,l7:0.477179028)i18:0.2906792203)i17:0.5142947988)i13:0.2189233286)i11:0.184130629)i5:1.470718583)i4:1.626681922,t4:0.3331457005)i3;","BLN50F_56.nwk.txt","LN50"
"(t23:0.02441830494,(((l5:0.2740945722,(l7:0.2332558756,(l10:0.004244418785,l11:0.004244418785)i10:0.22901145686000002)i7:0.04083869657)i6:0.05567975746,l6:0.32977432968000003)i5:1.461423466,(l2:1.567399686,((l9:0.02625289916,l8:0.02625289916)i14:0.7003421777,(l3:0.3486846017,l4:0.3486846017)i16:0.3779104751)i13:0.8408046089)i12:0.2237981099)i4:0.04688527805)i3;","LN50F_70.nwk.txt","LN50"
"((((l11:0.1354006364,l13:0.1354006364)i6:0.289300793,l7:0.4247014294)i5:0.5914125383,(l6:0.6634488354,((l9:0.1936654642,l10:0.1936654642)i12:0.03413296445,l8:0.2277984287)i11:0.4356504067)i9:0.3526651323)i4:0.2458758039,(l4:0.9571742792,(l5:0.9161846168,l12:0.9161846168)i14:0.04098966237)i13:0.3048154924)i3;","BLN50_19.nwk.txt","LN50"
"((((l3:0.2956066356,l4:0.2956066356)i8:0.4997650703,((l5:0.1453970671,l7:0.145397067011)i10:0.4845368651,(t31:0.2151496601,(l6:0.1423413416,l8:0.1423413416)i13:0.07280831842)i12:0.4147842721)i9:0.1654377738)i7:0.006823593291,(l2:0.4937798926,l9:0.49377989254)i16:0.30841540663)i6:0.7641826485,l10:1.56637794774)i3;","BLN50F_73.nwk.txt","LN50"
"(((l8:0.0782819535,(l9:0.0720171794,l10:0.0720171794)i6:0.006264774093)i5:0.0135056535,l7:0.091787607)i4:1.254689132,(((t33:0.0524308936,l11:0.0524308936)i11:0.9296487326,l4:0.9820796262)i8:0.2123428169,((l5:0.2118524331,l6:0.2118524331)i13:0.6497301394,l3:0.8615825725)i12:0.3328398706)i7:0.1520542955)i3;","BLN50_94.nwk.txt","LN50"
"((t24:0.03758792434,t25:0.9130899269)i4:0.3304862879,(((l10:0.1328800873,l11:0.1328800873)i10:0.4340628455,((l12:0.06314808868,l13:0.06314808868)i9:0.3297245409,t32:0.1697934532)i8:0.1740703033)i6:1.679700294,((((l6:0.4451616636,l7:0.44516166358200004)i14:0.4510286568,l5:0.8961903203)i13:0.01832960669,(l8:0.4380041283,l9:0.4380041283)i16:0.4765157987)i12:0.6557833994,t16:1.5703033264)i11:0.6763399003)i5:0.5692418101)i3;","LN50F_64.nwk.txt","LN50"
"(((((l7:0.1079159602,l8:0.1079159602)i7:0.2774502994,(l6:0.1423628642,(l11:0.02428719815,t20:0.02428719815)i11:0.11807566601)i9:0.2430033954)i6:0.2514636715,l4:0.6368299311)i5:0.4936067267,l3:1.130436658)i4:0.8918990581,(((l9:0.1014369014,l10:0.1014369014)i15:0.3219343392,l5:0.4233712406)i14:1.33674423,t5:0.2268072528)i13:0.2622202453)i3;","BLN50F_1.nwk.txt","LN50"
"(t15:0.04833292515,(t16:0.06203240311,(((t11:0.1881934246,l10:0.1881934246)i8:1.274988159,t6:1.13540029986)i6:0.095712042,(t32:0.1180411957,((((t19:0.33185165,l14:0.33185164994)i14:0.02343572714,l9:0.3552873771)i13:0.07453800754,l8:0.4298253847)i12:0.0682363143,(t29:0.199319281,((l12:0.07443038493,(l13:0.02696917374,l15:0.02696917374)i21:0.04746121119)i20:0.007930388202,l11:0.08236077314)i19:0.1544677824)i17:0.2612331435)i11:0.7585046388)i9:0.3023272881)i5:0.5250899391)i4:2.383154207)i3;","LN50F_20.nwk.txt","LN50"
"(((l2:0.2923398156,((l4:0.08193295054,l5:0.08193295054)i8:0.179970002,(l3:0.1185233109,((l8:0.00501004748,l10:0.00501004748)i11:0.09569951962,(l6:0.0121913298,l7:0.0121913298)i13:0.08851823729)i10:0.01781374383)i9:0.1433796416)i7:0.03043686313)i5:0.2443603319,l9:0.53670014758)i4:0.33098122,l1:0.8676813675)i3;","LN50_26.nwk.txt","LN50"
"((((l6:0.2898960044,(l7:0.2111529541,l8:0.2111529541)i7:0.07874305033)i6:0.3257786228,((l9:0.1855860965,l10:0.1855860965)i11:0.29517822254000003,(l11:0.02310561093,l12:0.02310561093)i13:0.45765870799999997)i9:0.1349103083)i5:0.132275734,t13:0.7479503613)i4:0.4456013135,(l13:0.001845292536,l14:0.001845292536)i15:1.191706382)i3;","LN50_49.nwk.txt","LN50"
"(l5:1.216806579,((((l7:0.1082432036,(l10:0.07448993281,(l11:0.01216581224,l12:0.01216581224)i9:0.06232412057)i8:0.03375327079)i7:0.3165726606,l9:0.4248158641)i6:0.2126729188,((t14:0.02756768855,t11:0.02756768855)i13:0.5353773539,l8:0.5629450424)i11:0.07454374044)i5:0.3647572162,l6:1.002245999)i4:0.2145605796)i3;","BLN50_13.nwk.txt","LN50"
"(((l11:0.006727654297,l12:0.006727654297)i5:0.4204480022,(l9:0.04575355244,l10:0.04575355244)i7:0.3814221041)i4:0.8566411811,(((t17:0.4065007913,l5:0.4093312284)i12:0.7145020333,(l7:0.2481965503,l8:0.2481965503)i11:0.8756367114)i9:0.02328716518,((l4:0.4215316823,(t24:0.3709889909,l6:0.3709889909)i15:0.05054269132)i14:0.4442056906,t1:0.1326803729)i13:0.281383054)i8:0.1366964107)i3;","LN50F_28.nwk.txt","LN50"
"((l3:0.6693958456,((t17:0.1538296321,(l8:0.04348820785,l10:0.0434882078583)i8:0.11034142423000001)i6:0.3268779097,(l9:0.04309464947,l11:0.04309464947)i11:0.43761289235)i5:0.1886883039)i4:0.6810380296,(((l4:0.2119744491,l5:0.2119744491)i16:0.5256074496,l6:0.73758189861)i15:0.5415671143,l7:1.2791490126099998)i13:0.07128486234)i3;","BLN50_4.nwk.txt","LN50"
"(l4:1.592690264,((l5:0.9700343044,l6:0.9700343044)i5:0.5079340313,((t22:0.8266843016000001,(l7:0.3989547758,l8:0.3989547758)i12:0.4277295258)i8:0.5024263888,((l11:0.02613219219,l12:0.02613219219)i14:0.9290671441,(l9:0.2872245451,l10:0.2872245451)i15:0.6679747911)i13:0.3739113541)i7:0.1488576454)i4:0.1147219284)i3;","BLN50_64.nwk.txt","LN50"
"(((l3:0.1851398104,(l4:0.180989217,l6:0.18098921695)i12:0.004150593455)i10:0.4658329428,(l2:0.5456873329,(l5:0.120624575,l7:0.120624574941)i15:0.425062758)i14:0.1052854203)i9:0.1363506892,((l8:0.02282242897,l9:0.02282242897)i7:0.2629211129,(l10:0.01734835723,l11:0.01734835723)i8:0.2683951846)i6:0.5015799006)i4;","LN50_29.nwk.txt","LN50"
"(((l3:0.3193301307,l2:0.3193301307)i5:1.469863282,(l1:1.542238783,(((l9:0.0003506609778,l10:0.0003506609778)i12:0.1594536565,(l6:0.05411247089,l8:0.05411247089)i13:0.1056918466)i11:0.8915207102,l7:1.05132502759)i9:0.49091375540000004)i7:0.2469546298)i4:0.08909513003,(l4:0.3113919153,l5:0.3113919153)i15:1.566896628)i3;","LN50F_92.nwk.txt","LN50"
"((l8:0.6504130432,(l12:0.2214274716,l13:0.2214274716)i5:0.4289855717)i4:0.3134209148,(((l10:0.3573434942,l11:0.3573434942)i12:0.5414519648,((l14:0.02915355493,l15:0.02915355493)i10:0.7258521836,l7:0.7550057385)i9:0.1437897206)i7:0.001883684413,(l9:0.60149983456,t36:0.6014998346)i15:0.29917930891300004)i6:0.06315481458)i3;","BLN50_7.nwk.txt","LN50"
"((((t29:0.06501613682,(l9:0.008762929598,l10:0.008762929598)i8:0.05625320722)i7:0.5123207481,l3:0.577336885)i6:0.07079598729,l4:0.6481328721999999)i4:0.1366416621,(((t5:0.02195477349,l8:0.02195477349)i12:0.1165253601,l5:0.1384801336)i10:0.234326582,(l6:0.09839866804,l7:0.09839866804)i13:0.2744080475)i9:0.4119678188)i3;","LN50_11.nwk.txt","LN50"
"((((((t31:0.1151991071,((l6:0.1541268697,l5:0.1541268697)i14:0.08011819018,(l11:0.03795108429,l12:0.03795108429)i16:0.1962939756)i13:0.1047064332)i12:0.0409210499,(l7:0.1217165939,l8:0.1217165939)i10:0.25815594901)i8:0.05101144366,(l9:0.05115289834,l10:0.05115289834)i18:0.3797310882)i7:0.0903081789,l4:0.5211921655)i6:0.222292203,l3:0.7434843685)i4:1.36856254,t26:1.005469248)i3;","LN50F_34.nwk.txt","LN50"
"(((((l3:0.1589565115,l4:0.1589565115)i7:0.06948466906,(l6:0.1101772468,((l9:0.01168131849,l10:0.01168131849)i10:0.04580275613,l7:0.05748407462)i9:0.0526931722)i8:0.1182639337)i6:0.109267156,l2:0.3377083366)i5:0.1166185328,t17:0.45432686937)i4:0.04305758918,(l5:0.1135833948,l8:0.11358339482)i12:0.3838010637)i3;","BLN50_33.nwk.txt","LN50"
"((l3:0.6681047707,l4:0.6681047707000001)i4:0.4934915077,((l2:1.089332549,((t2:0.3374205655,(l5:0.1854736775,l6:0.1854736775)i11:0.5211500662)i10:0.2975818854,(l7:0.1710283242,l9:0.1710283242)i12:0.8331773048)i9:0.08512691957)i7:0.05310410173,((l10:0.06081212591,l11:0.06081212591)i16:0.1666055051,l8:0.22741763095)i15:0.91501901943)i6:0.01915962803)i3;","BLN50F_91.nwk.txt","LN50"
"((((l4:0.1226648781,l5:0.12266487801985)i6:0.1773507174,(l3:0.1389142911,(l7:0.09705965414,((l9:0.01281717218,l10:0.01281717218)i12:0.01357669356,l8:0.02639386574)i11:0.0706657884)i10:0.04185463692)i9:0.1611013044)i5:0.1742357747,(t22:0.1770459283,l6:0.17704592823999998)i13:0.2972054419)i4:0.005960446112,l2:0.4802118163)i3;","BLN50_58.nwk.txt","LN50"
"(((l10:0.1328800873,l11:0.1328800873)i7:0.4340628455,(l12:0.06314808868,l13:0.06314808868)i6:0.5037948442)i4:1.679700294,((((l6:0.4451616636,l7:0.44516166358200004)i11:0.4510286568,l5:0.8961903203)i10:0.01832960669,(l8:0.4380041283,l9:0.4380041283)i13:0.4765157987)i9:0.6557833994,t16:1.5703033264)i8:0.6763399003)i3;","LN50_64.nwk.txt","LN50"
"((l2:1.441326021,((l8:0.02902831283,l9:0.02902831283)i6:0.7582082431,(l3:0.4528105376,l6:0.4528105376)i7:0.3344260184)i5:0.6540894654)i4:0.07626816905,(((l4:0.3805615974,l5:0.3805615974)i12:0.2143123982,((l10:0.08753335436,l11:0.08753335436)i16:0.2480126798,l7:0.33554603416)i14:0.2593279614)i11:0.6630380718,t11:0.0243868409)i10:0.2596821231)i3;","BLN50F_60.nwk.txt","LN50"
"(l1:0.9483371727,((((l6:0.2383437873,(l9:0.03384092417,l10:0.03384092417)i9:0.2045028632)i8:0.09692189941,l4:0.3352656867)i7:0.2226142617,(l3:0.4985850923,l2:0.4985850923)i10:0.05929485615)i6:0.03692091509,(l5:0.3301925545,(l7:0.06837026493,l8:0.06837026493)i14:0.2618222896)i13:0.264608309)i5:0.3535363092)i3;","LN50_69.nwk.txt","LN50"
"((((l7:0.1355940613,(l8:0.03548851423,t4:0.03548851423)i8:0.1001055471)i7:0.3754868213,l6:0.5110808826000001)i5:0.4503074511,l4:0.9613883337)i4:0.07733003447,(l5:0.3619084095,((l9:0.002338938804,t10:0.002338938804)i13:0.1422468486,(l10:0.002185562393,l11:0.002185562393)i15:0.142400225)i12:0.2173226221)i10:0.6768099587)i3;","LN50_59.nwk.txt","LN50"
"((t24:1.837219422,(((l10:0.02803694903,l11:0.02803694903)i7:0.0981541481,(l7:0.06878942352,t12:0.06878942352)i9:0.0574016736)i6:1.645950697,(l5:0.6567845857,((l6:0.1463305702,(t16:0.003468198459,l12:0.003468198459)i14:0.14286237177)i12:0.4405356267,(l8:0.033179527,l9:0.033179527)i15:0.5536866699)i11:0.06991838881)i10:1.115357209)i5:0.6008159415)i4:1.484996707,t33:1.838244744)i3;","LN50F_12.nwk.txt","LN50"
"(((((t28:0.005041114619,l10:0.005041114619)i9:0.1569017932,l3:0.1619429078)i8:0.1284383979,l9:0.29038130571899995)i7:0.07267227355,(l2:0.3313511548,((l7:0.01803245588,l8:0.01803245588)i15:0.1355468061,l4:0.153579262)i14:0.1777718927)i13:0.03170242447)i6:0.3204327657,(l5:0.09511177637,l6:0.09511177637)i5:0.5883745685099999)i3;","LN50_61.nwk.txt","LN50"
"((((t27:0.03582301835,l11:0.03582301835)i6:0.5057349261,((l6:0.2171855531,l7:0.2171855531)i8:0.1302253385,l5:0.3474108916)i7:0.1941470528)i5:0.4475552306,l3:0.989113175)i4:0.1594081155,((l4:0.4100804379,l8:0.4100804379)i14:0.01203229623,(l9:0.1688137948,l10:0.1688137948)i13:0.25329893939)i10:0.7264085563)i3;","LN50_80.nwk.txt","LN50"
"((t4:1.085612716,(((l8:0.1290098809,l9:0.1290098809)i15:0.1425832309,(l10:0.03281485018,l11:0.032814850182000005)i16:0.2387782616)i14:0.587933376,((((l7:0.1425204884,(t23:0.008905790622,l12:0.008905790622)i12:0.1336146977)i11:0.09245069656,l6:0.2349711849)i10:0.07959237683,l5:0.3145635618)i9:0.03613393657,l4:0.3506974983)i8:0.5088289895)i6:0.612320956)i5:0.474034821,t8:0.08773294791)i4;","LN50F_23.nwk.txt","LN50"
