"TreeTopology","Netname","netType"
"((l4:0.5878290361,((l5:0.1737281902,(l6:0.08160906814,l7:0.08160906813999999)i9:0.09211912205)i7:0.08294589471,t8:0.2566740849)i6:0.3311549512)i4:0.1915730972,(((l10:0.01903107797,l9:0.01903107797)i14:0.1648557507,t14:0.1838868287)i13:0.05498062373,(t12:0.02210773243,l8:0.02210773243)i16:0.21675972)i12:0.5405346808)i3;","LN75_61.nwk.txt","LN75"
"(((l3:0.4594617328,l4:0.4594617328)i7:0.9005245134,(l5:0.3244526764,((l6:0.224055064,l7:0.224055064)i11:0.03073024946,l12:0.25478531341300004)i9:0.06966736294)i8:1.03553357)i6:2.3043056316,(((l9:0.04230731175,l10:0.04230731175)i16:0.02850030815,l11:0.070807619893)i15:0.1267707811,l8:0.197578401)i14:3.4667134766)i3;","BLN75_100.nwk.txt","LN75"
"((((l5:0.7817628475,l6:0.7817628475)i6:0.0939099885,(l8:0.3494430443,l10:0.34944304424000006)i8:0.5262297917400001)i5:0.3812993547,(t17:0.2650732024,((t18:0.256080273127,l7:0.6038569518)i12:0.2864337073,(t6:0.2855571718,(l11:0.04266021567,l12:0.04266021567)i17:0.2428969561)i16:0.60473348735)i11:0.2226858009)i10:0.1439957306)i4:0.08181848309,(l4:0.8233036808,l9:0.8233036807)i18:0.515486993)i3;","BLN75F_58.nwk.txt","LN75"
"(((l2:0.6393488205,l3:0.6393488205)i7:0.2175781612,(l4:0.3254991784,l5:0.3254991784)i6:0.5314278034)i4:2.678166224,(l1:0.6609497337,((l7:0.09074018247,l8:0.09074018247)i11:0.3700669119,((l9:0.07464632829,l10:0.07464632829)i13:0.1987909822,l6:0.2734373105)i12:0.1873697839)i10:0.20014263922)i8:2.874143472)i3;","LN75_51.nwk.txt","LN75"
"(l2:2.742568808,((l3:0.5750787059,((l9:0.03421766876,(l10:0.02899869522,l11:0.02899869522)i9:0.005218973548)i8:0.1265080647,((l8:0.04286055844,l7:0.04286055844)i11:0.006889791027,l6:0.04975034947)i10:0.110975384)i7:0.4143529724)i5:0.2519318476,(l4:0.08722403662,l5:0.08722403662)i13:0.7397865169)i4:1.915558254)i3;","LN75_60.nwk.txt","LN75"
"(((((l6:0.03497071519,l10:0.034970715183)i9:0.6784058058,l1:0.713376521)i7:0.1389664758,((l7:0.03198453451,l8:0.03198453451)i15:0.2293094778,(l5:0.2045605439,l9:0.20456054389)i13:0.0567334684)i11:0.5910489845)i6:0.1438563163,l2:0.9961993131)i4:0.1651214742,(l3:0.2473575937,l4:0.2473575937)i17:0.9139631936)i3;","LN75_44.nwk.txt","LN75"
"(((((l10:0.004376639695,l11:0.004376639695)i7:0.08392924241,l6:0.08830588211)i6:0.002806218095,l5:0.0911121002)i5:0.04232759915,l4:0.1334396994)i4:0.8231409779,((l2:0.6346721843,((l7:0.02884569618,l9:0.02884569618)i15:0.1216465491,l3:0.1504922453)i14:0.484179939)i11:0.03936428359,l8:0.67403646788)i8:0.2825442093)i3;","LN75_81.nwk.txt","LN75"
"(((l2:0.5570846187,(l5:0.09259257349,l4:0.09259257349)i12:0.4644920452)i10:0.1289183386,(l6:0.05756313291,l7:0.05756313291)i15:0.62843982447)i9:0.5885162232,((l9:0.004644335233,l10:0.004644335233)i6:0.2153937909,(l3:0.1634915932,(t33:0.03685310341,l8:0.03685310341)i8:0.1266384898)i7:0.05654653292)i5:1.0544810545)i3;","LN75F_62.nwk.txt","LN75"
"(((((t5:0.4182192203,l4:0.4182192203)i14:0.006150088876,l3:0.4243693091)i13:0.1374758153,(l9:0.008263747737,l10:0.008263747737)i17:0.55358137677)i12:0.2670771202,l2:0.8289222447)i9:0.2535439636,(l5:0.3673524332,(l6:0.1581220082,(l8:0.04035516621,l7:0.04035516621)i7:0.117766842)i6:0.209230425)i5:0.7151137750000001)i3;","BLN75_90.nwk.txt","LN75"
"(((((l9:0.03611562974,l10:0.03611562974)i7:0.2913903926,l4:0.3275060223)i6:0.2546877112,(((l8:0.1047125145,t13:0.09193601983)i11:0.2190325727,(l5:0.1876056729,(l11:0.03152357243,l12:0.03152357243)i13:0.1560821005)i12:0.1361394143)i10:0.2326744629,t15:0.5564195501)i8:0.02577418336)i5:0.05365223237,(l7:0.1073534742,l6:0.1073534742)i14:0.5284924917)i4:0.2873163673,t17:0.004240957681)i3;","LN75F_5.nwk.txt","LN75"
"((((l11:0.002379487512,l12:0.002379487512)i6:0.7448285162,(t3:0.4119734736,(((l9:0.04273096561,l10:0.04273096561)i13:0.2432699635,(l7:0.0784794553,l8:0.0784794553)i14:0.2075214738)i12:0.2010477834,(l5:0.1959681292,l6:0.1959681292)i11:0.291080583245)i8:0.0525779024)i7:0.2075813888)i5:0.006676709344,(l3:0.2343953161,l4:0.23439531617)i15:0.5194893969)i4:0.09531864936,t32:0.5730673496800001)i3;","BLN75F_16.nwk.txt","LN75"
"(((((l7:0.1921931088,(l9:0.0506065663,t25:0.0506065663)i11:0.14158654255)i9:0.06173811348,l5:0.2539312223)i8:0.5387516681,l6:0.7926828903)i5:0.03588652773,(l10:0.02903771747,t32:0.02903771747)i13:0.7995317006)i4:0.1749646117,((l4:0.4573500882,l8:0.4573500882)i15:0.3074027923,l3:0.7647528805)i14:0.2387811493)i3;","LN75F_41.nwk.txt","LN75"
"((((l3:0.2536460073,((l6:0.03845206965,l7:0.03845206965)i11:0.05116454118,l9:0.08961661083)i9:0.164029396426)i7:0.1681113797,l4:0.4217573871)i6:0.4807035498,l8:0.90246093688)i4:0.7118168317,(l2:0.4465883071,(l5:0.2081618724,(l10:0.140307427279,l11:0.140307427279)i15:0.06785444512)i14:0.2384264347)i13:1.167689461)i3;","BLN75_26.nwk.txt","LN75"
"(((t23:0.032420853,((l7:0.06592003436,l8:0.06592003436)i11:0.2219316761,l6:0.2878517104)i9:1.073372002)i7:0.1970196492,(l3:1.017195206,l4:1.017195206)i6:0.5410481551)i4:0.07389680535,(l5:0.5770744795,((l9:0.04599143707,t14:0.04599143707)i14:0.1135994743,(l10:0.02102495212,l11:0.02102495212)i16:0.1385659593)i13:0.4174835681)i12:1.055065687)i3;","BLN75F_46.nwk.txt","LN75"
"(((l3:0.4371361423,(l5:0.06611454214,(l8:0.0238730797,l10:0.023873079695)i8:0.04224146244)i7:0.37102160019)i5:0.1490477774,l2:0.5861839198)i4:0.1995774209,(((l6:0.06486726589,l7:0.06486726589)i12:0.08299566199,l4:0.14786292785)i11:0.000983239862,(l9:0.007874178085,t30:0.007874178085)i14:0.1409719897)i10:0.6369151729)i3;","BLN75_75.nwk.txt","LN75"
"(((l6:0.07450418275,(l7:0.0326009486,l8:0.0326009486)i6:0.04190323415)i5:0.9849931302,((l3:0.1912887691,l4:0.1912887691)i8:0.3938933322,(l5:0.1264025936,(l9:0.10474451778,l10:0.10474451778)i10:0.02165807578)i9:0.4587795078)i7:0.4743152116)i4:0.576962313,(l1:0.2015646796,l2:0.2015646796)i13:1.434894946)i3;","BLN75_44.nwk.txt","LN75"
"(((((l1:0.4335115951,l2:0.4335115951)i10:0.005306558573,(l7:0.057052703,l8:0.057052703)i9:0.3817654507)i7:0.1572868586,l3:0.5961050123)i5:0.108311655,(l6:0.15281628660000002,l4:0.1528162866)i11:0.5516003806)i4:0.5043244856,(l5:0.1286975538,(l9:0.02034832949,l10:0.02034832949)i17:0.10834922436)i15:1.0800435989200001)i3;","LN75_96.nwk.txt","LN75"
"((l2:0.44463277,(t12:0.003137079781,l10:0.003137079781)i7:0.441495690211)i4:0.008584922707,(((l9:0.05187881929,l8:0.05187881929)i16:0.3152432965,((l4:0.1600664315,(l5:0.1558576964,l7:0.1558576964)i13:0.00420873505)i12:0.09562963613,l6:0.25569606757999996)i11:0.11142604819)i9:0.02331430264,l3:0.3904364184)i8:0.06278127424)i3;","LN75_30.nwk.txt","LN75"
"((((l5:0.04017524543,l8:0.040175245432)i9:0.1035282284,l4:0.1437034738)i8:0.9478796917,(l2:0.8377317808,((l6:0.03794475241,l7:0.037944752410999996)i14:0.4351792055,(t29:0.1603061355,(l10:0.0007633115978,l11:0.0007633115978)i17:0.4444517581)i16:0.0279088882)i13:0.3646078229)i11:0.2538513846)i7:0.03191499573,(l3:0.6083973304,l9:0.6083973303978)i5:0.5151008307)i3;","LN75F_83.nwk.txt","LN75"
"(l5:4.99253649,((l8:0.5833820591,(((l11:0.1580255442,(l13:0.07487678274,l14:0.07487678274)i12:0.08314876149)i10:0.1703285202,l9:0.3283540644)i9:0.03994604086,(l10:0.3122515086,l12:0.3122515086)i13:0.05604859668)i8:0.2150819538)i7:0.6942278066,(l6:0.9914864497,l7:0.9914864497)i15:0.286123416)i6:3.7149266234000002)i3;","BLN75_21.nwk.txt","LN75"
"(t5:0.5281933425,((l3:0.3758355995,l4:0.3758355995)i6:0.9668221284,(((l2:0.4516901054,l6:0.45169010536)i14:0.09493268401,(((l10:0.1565279781,l11:0.1565279781)i12:0.07911949425,l7:0.2356474724)i11:0.001847250016,(l8:0.1695278371,l9:0.1695278371)i13:0.06796688528)i10:0.309128067)i8:0.1858958068,l5:0.7325185962)i7:0.6101391317)i5:1.0130505912999999)i3;","BLN75F_20.nwk.txt","LN75"
"((((l5:0.02734630729,l6:0.02734630729)i6:0.2333430606,l1:0.2606893679)i5:0.2409054659,((l2:0.1398312678,l7:0.13983126783)i9:0.0366923435,(l3:0.07744785151,l4:0.07744785151)i11:0.09907575979)i8:0.3250712224)i4:0.4214614964,((l9:0.001022192385,l10:0.001022192385)i14:0.01895436225,l8:0.01997655463)i13:0.903079775457)i3;","LN75_56.nwk.txt","LN75"
"(t5:2.206093268,((((t1:0.04691334282,((l9:0.554730617,t2:0.3139341343)i10:0.1334808815,(l10:0.3180396704,((l11:0.1590002069,(l12:0.1448805434,l13:0.1448805434)i17:0.01411966352)i16:0.04567470448,((l15:0.04254642335,l16:0.04254642335)i19:0.01245471099,l14:0.05500113433)i18:0.1496737771)i15:0.1133647591)i14:0.37017182819)i9:0.7750473436)i8:0.7472578694900001,(l8:0.6040386315,t7:0.6040386315)i21:1.60647808016)i6:0.4265942113,(t12:0.5169722249,t4:0.8978192727)i22:0.4437266216)i5:0.4606974488,t40:0.02446554548)i4:0.2051069809)i3;","BLN75F_66.nwk.txt","LN75"
"(t13:0.1716332965,((t12:0.09403595744,((l6:0.4663069038,l8:0.46630690370000005)i7:0.2032138804,((t5:0.1253087971,l9:0.1253087971)i10:0.1061070652,l7:0.2314158623)i9:0.4381049219)i6:0.7518060186)i5:0.2895761091,(((l10:0.1120732889,l11:0.1120732889)i14:0.06815935428,(l12:0.03170945587,l13:0.03170945587)i15:0.1485231873)i13:1.022989296,(l5:0.7833127378,t32:0.2659869535)i16:0.419909201)i12:0.507680973)i4:0.7091401983)i3;","LN75F_26.nwk.txt","LN75"
"((((((l10:0.008713900965,t3:0.0087139009652)i11:0.5265703045,(l6:0.2418746037,l11:0.24187460374199998)i14:0.2934096017)i10:0.1395858257,t4:0.05972327111)i9:0.006528781535,l5:0.6813988126)i8:0.01281005834,(l3:0.4294994509,l4:0.4294994509)i18:0.2647094201)i7:1.002935193,((l8:0.1287143203,l9:0.1287143203)i6:0.02785270764,l7:0.156567028)i5:1.5405770355)i3;","BLN75F_73.nwk.txt","LN75"
"((((l3:0.2536460073,((l6:0.03845206965,l7:0.03845206965)i11:0.05116454118,l9:0.08961661083)i9:0.164029396426)i7:0.1681113797,l4:0.4217573871)i6:0.4807035498,l8:0.90246093688)i4:0.7118168317,(l2:0.4465883071,(l5:0.2081618724,(l10:0.140307427279,l11:0.140307427279)i15:0.06785444512)i14:0.2384264347)i13:1.167689461)i3;","BLN75_26.nwk.txt","LN75"
"(((((l6:0.1731377534,((l11:0.001977977609,l12:0.001977977609)i16:0.09722052577,l10:0.09919850338)i15:0.07393925)i14:0.1329205286,l5:0.306058282)i12:1.040797662,(t8:0.6382105433,(l7:0.1344052538,l9:0.1344052538)i18:0.6025485657)i17:0.6099021242)i11:0.6075349029,((l3:0.3714552217,l4:0.3714552217)i10:0.02278245772,l8:0.3942376795)i7:1.5601531674)i4:1.160080742,t10:0.0634754124)i3;","LN75F_20.nwk.txt","LN75"
"(((l9:0.1798110448,l10:0.1798110448)i8:0.7186403963,(((l2:0.2941672223,l3:0.2941672223)i12:0.04078534899,l7:0.3349525714)i11:0.1038314196,(l6:0.2215516701,l8:0.2215516701)i14:0.2172323209)i10:0.4596674502)i7:0.1950284942,((l4:0.2382800404,l5:0.2382800404)i6:0.5710492192,l1:0.8093292596)i5:0.2841506757)i3;","BLN75_94.nwk.txt","LN75"
"(((((l8:0.0911160828,l9:0.09111608281)i8:0.04383633118,l3:0.134952414)i7:0.2097263571,((l2:0.1706654049,(l10:0.01755593705,l11:0.01755593705)i12:0.1531094679)i11:0.1354250749,(l4:0.1323633506,l5:0.1323633506)i14:0.1737271293)i10:0.03858829128)i6:0.03381882607,l6:0.3784975972)i5:1.151641426,l7:1.530139023)i3;","LN75_14.nwk.txt","LN75"
"((((l5:0.02734630729,l6:0.02734630729)i6:0.2333430606,l1:0.2606893679)i5:0.2409054659,((l2:0.1398312678,l7:0.13983126783)i9:0.0366923435,(l3:0.07744785151,l4:0.07744785151)i11:0.09907575979)i8:0.3250712224)i4:0.4214614964,((l9:0.001022192385,l10:0.001022192385)i14:0.01895436225,l8:0.01997655463)i13:0.903079775457)i3;","LN75F_56.nwk.txt","LN75"
"(((l3:0.2855829678,(l6:0.140805147,t11:0.140805147)i7:0.14477782083000001)i5:0.4716739276,(((l9:0.0101409467,l10:0.0101409467)i11:0.04241271998,l8:0.05255366668)i10:0.3899526708,((l4:0.2454612159,l5:0.2454612159)i15:0.127103505,l7:0.37256472092000004)i12:0.06994161659)i9:0.3147505579)i4:0.2955983463,l2:1.052855242)i3;","BLN75F_52.nwk.txt","LN75"
"(((l11:0.002379487512,l12:0.002379487512)i5:0.7448285162,(((l9:0.04273096561,l10:0.04273096561)i8:0.2432699635,(l7:0.0784794553,l8:0.0784794553)i9:0.2075214738)i7:0.2010477834,(l5:0.1959681292,l6:0.1959681292)i11:0.29108058334500003)i6:0.2601592912)i4:0.006676709344,(l3:0.2343953161,l4:0.23439531617)i12:0.5194893969)i3;","BLN75_16.nwk.txt","LN75"
"((((l4:0.4621023747,(l7:0.2125765377,t9:0.2125765377)i10:0.24952583689)i8:0.04510532385,(l8:0.06794230066,l9:0.06794230066)i7:0.4392653979)i5:0.1648699982,(((l10:0.05802589298,l11:0.05802589298)i15:0.1755902005,l6:0.2336160935)i14:0.3290140357,l5:0.5626301292)i12:0.1094475675)i4:0.05053321655,l3:0.7226109132)i3;","BLN75_41.nwk.txt","LN75"
"((l2:0.9447942755,(l6:0.3308544742,(l7:0.2598372009,l8:0.2598372009)i6:0.07101727332)i5:0.6139398013)i4:0.4283753008,(((l3:0.4406713072,((l10:0.07115025077,l11:0.07115025077)i12:0.01580063896,l9:0.08695088972)i11:0.3537204175)i10:0.05820397598,l5:0.49887528319999996)i9:0.6369361658,l4:1.135811449)i7:0.2373581272)i3;","LN75_7.nwk.txt","LN75"
"(((((l5:0.09323478487,l6:0.09323478487)i7:0.603994641,l2:0.6972294259)i6:0.01571566155,((l7:0.0835010407,l8:0.0835010407)i10:0.06302807352,(l9:0.003468205242,l10:0.003468205242)i11:0.143060909)i9:0.5664159732)i5:0.2244065531,l1:0.9373516405)i4:0.5396241907,(l3:0.1948593607,l4:0.1948593607)i13:1.2821164705)i3;","BLN75_11.nwk.txt","LN75"
"((((l10:0.1120732889,l11:0.1120732889)i6:0.06815935428,(l12:0.03170945587,l13:0.03170945587)i7:0.1485231873)i5:1.022989296,l5:1.203221939)i4:0.507680973,((l6:0.4663069038,l8:0.46630690370000005)i9:0.2032138804,((t5:0.1253087971,l9:0.1253087971)i12:0.1061070652,l7:0.2314158623)i11:0.4381049219)i8:1.041382128)i3;","LN75_26.nwk.txt","LN75"
"((((l5:0.5141054703,(l7:0.1221931308,l8:0.1221931308)i8:0.3919123394)i7:0.04377808131,l4:0.5578835516)i6:0.0419451901,t33:0.41701639845)i4:0.7884044528,((((l11:0.00556763623,l12:0.00556763623)i16:0.07282471979,l9:0.07839235602)i15:0.3068533765,(t15:0.03640981074,l10:0.03640981074)i17:0.3488359218)i14:0.5008710073,(t4:0.1845639838,l6:0.1903202901)i12:0.6957964497)i10:0.5021164547)i3;","BLN75F_72.nwk.txt","LN75"
"((l3:0.3758355995,l4:0.3758355995)i4:0.9668221284,(((l2:0.4516901054,l6:0.45169010536)i12:0.09493268401,(((l10:0.1565279781,l11:0.1565279781)i10:0.07911949425,l7:0.2356474724)i9:0.001847250016,(l8:0.1695278371,l9:0.1695278371)i11:0.06796688528)i8:0.309128067)i6:0.1858958068,l5:0.7325185962)i5:0.6101391317)i3;","BLN75_20.nwk.txt","LN75"
"((l4:0.3152540032,l6:0.3152540032)i4:0.7724771356,(l1:0.6365944898,((((l9:0.004031795221,l10:0.004031795221)i11:0.3717497161,l5:0.37578151135000004)i9:0.07998200758,(l7:0.04562717959,l8:0.04562717959)i12:0.4101363393)i8:0.1166493636,(l2:0.4388330345,l3:0.4388330345)i13:0.133579848)i7:0.0641816073)i6:0.4511366489)i3;","BLN75F_97.nwk.txt","LN75"
"(((((l4:0.3768007887,l7:0.37680078867)i9:0.38494373691,l8:0.7617445255699999)i6:0.2835639585,t14:0.3874561567)i5:0.5309539381,(t19:0.5206189786,l3:1.326012392)i11:0.25025003)i4:0.4957569489,(((l5:0.2425329701,l6:0.2425329701)i17:0.4515381638,(l9:0.04799108227,l11:0.04799108228)i15:0.6460800516)i13:0.335932517,(l10:0.02444300565,l12:0.02444300565)i18:1.005560645)i12:1.04201572)i3;","BLN75F_19.nwk.txt","LN75"
"(((l3:0.6216168656,l4:0.6216168656)i5:0.0453147136,(l8:0.56840166251,(l5:0.5415438055,l6:0.5415438055)i9:0.026857857)i6:0.09852991668)i4:0.9298658667,((t10:0.9599307403,(l7:0.06085857311,l9:0.06085857311)i13:0.8990721672)i11:0.4900703502,(l10:0.02441418606,l11:0.02441418606)i15:1.425586904)i10:0.1467963554)i3;","LN75_39.nwk.txt","LN75"
"((((t15:0.13527076483,l7:0.1352707648)i6:0.1679985657,l5:0.3032693305)i5:0.06534504369,(t27:0.02613636493,(l10:0.006745887681,t29:0.006745887681)i13:0.01939047725)i11:0.34247800927)i4:0.4728331093,((l6:0.1437407678,t10:0.1437407678)i15:0.1999463586,(l8:0.04160132283,l9:0.04160132283)i17:0.3020858036)i14:0.4977603571)i3;","LG_28.nwk.txt","LG"
"(((l8:0.02510834264,l9:0.02510834264)i5:0.3951296639,(((l4:0.06659505177,l6:0.06659505177)i9:0.1109801541,(((l5:0.02872525705,l7:0.02872525705)i14:0.08242047795,l11:0.111145734972)i12:0.04062232297,(l10:0.005681866672,t22:0.005681866672)i17:0.1460861913)i11:0.02580714788)i8:0.03940994006,t17:0.21698514594)i6:0.2032528607)i4:1.189114297,t19:1.126471519)i3;","BLGF_97.nwk.txt","LG"
"((((l4:1.022786284,(t26:0.5832807068,l6:0.5832807068)i7:0.4395055774)i6:0.627359559,l5:1.6501458428000002)i5:0.1884416378,((l7:0.2527597393,((l9:0.05521564048,l10:0.05521564048)i13:0.1556645389,l8:0.2108801793)i12:0.04187955995)i11:0.7072232779,(l11:0.02873221048,t27:0.02873221048)i14:0.9312508067)i10:0.8786044639)i4:0.9567538433,t32:1.069916961)i3;","LGF_85.nwk.txt","LG"
"(l3:0.5011291532,(((l4:0.04348999795,l5:0.04348999795)i6:0.1630998057,((l11:0.004120721559,t1:0.004120721559)i11:0.02938546129,l10:0.033506182849000005)i8:0.1730836208)i5:0.23831192,((l6:0.03530527441,l7:0.03530527441)i17:0.007482443098,(l8:0.02686429978,l9:0.02686429978)i16:0.015923417726)i14:0.40211400604159997)i4:0.05622742961)i3;","LG_93.nwk.txt","LG"
"(((((((l10:7.65730071e-5,l11:7.65730071e-5)i10:0.3824868139,l5:0.3825633869)i9:0.1437391075,(l6:0.1470844848,l7:0.1470844848)i12:0.3792180096)i8:0.06212140406,(l8:0.07521201164,l9:0.07521201164)i13:0.5132118868)i7:0.1273441194,l4:0.7157680178)i6:0.1930088396,t20:0.9087768574)i4:0.3594194519,l3:1.2681963093)i3;","BLG_16.nwk.txt","LG"
"((t9:0.7126984068,(((t19:0.2847249767,(((l6:0.1610868463,l7:0.1610868463)i13:0.1145695309,l11:0.27565637725000003)i11:0.3534220099,(l8:0.08709664769,l9:0.08709664769)i14:0.5419817394)i10:0.06315903952)i9:0.2204110831,(l4:0.1819668838,(l10:0.02062628745,l12:0.02062628745)i17:0.1613405963)i15:0.730681626)i8:0.05224919696,l5:0.9648977067000001)i6:0.7347584086)i4:0.2378417991,t5:1.9374979141)i3;","BLGF_58.nwk.txt","LG"
"(((l1:0.5200807622,(l2:0.359075184,((l4:0.1775959335,((l9:0.07081574031,l10:0.07081574031)i12:0.04099344421,l7:0.1118091845)i11:0.06578674895)i9:0.04419939327,l8:0.22179532677999997)i8:0.1372798573)i7:0.1610055782)i6:0.2632836124,(l5:0.1251198124,l6:0.1251198124)i17:0.6582445622)i5:0.09684487861,l3:0.8802092531)i3;","LG_33.nwk.txt","LG"
"(((((l12:0.03671879792,t17:0.03671879792)i8:0.06310213626,l9:0.09982093418)i7:0.1297921322,t14:0.2296130663)i6:0.1494027829,t11:0.3790158492)i5:1.467365034,(((l10:0.06991945175,l11:0.06991945175)i15:0.7225086235,(l6:0.5302846767,l7:0.5302846767)i16:0.2621433986)i14:0.01715474211,l8:0.80958281738)i12:1.036798066)i4;","LG_38.nwk.txt","LG"
"(t13:0.4436900536,(t18:0.3462483149,(((((t15:0.2036788786,((l11:0.02549345265,l12:0.02549345265)i12:0.2307637383,l7:0.256257191)i11:0.05063650407)i9:0.01248480863,((l13:0.006820202458,l14:0.006820202458)i14:0.3100340143,l6:0.3168542168)i13:0.002524286906)i8:0.2976662239,t28:0.6170447276)i7:0.4260926644,(l8:0.1122528187,(l9:0.08286707815,l10:0.08286707815)i17:0.02938574055)i16:0.9308845732)i6:0.8026734758,t26:0.01947635968)i5:2.542547268)i4:0.01404021972)i3;","LGF_32.nwk.txt","LG"
"(((((l7:0.187718605,l8:0.187718605)i11:0.2019022289,t29:0.3896208338)i9:0.5244951878,l2:0.9141160216)i8:0.2113710389,(l3:0.5133453139,(l4:0.5003832957,(l9:0.02744995577,l10:0.02744995577)i15:0.47293334)i14:0.01296201815)i12:0.6121417466)i7:0.2654684173,(l5:0.1952560279,l6:0.1952560279)i5:1.1956994499)i3;","LGF_23.nwk.txt","LG"
"((l2:0.493484242,((l4:0.04265141076,(l7:0.03559052881,(l8:0.00358725926,l10:0.00358725926)i11:0.03200326955)i8:0.007060881946)i7:0.2150751701,(l3:0.2024148395,(l6:0.0244874991,(t4:0.01595252586,l9:0.01595252586)i15:0.008534973235)i14:0.1779273404)i13:0.0553117413)i6:0.2357576612)i5:0.4169089305,l5:0.9103931725100001)i3;","BLGF_38.nwk.txt","LG"
"((((t15:0.13527076483,l7:0.1352707648)i6:0.1679985657,l5:0.3032693305)i5:0.06534504369,(t27:0.02613636493,(l10:0.006745887681,t29:0.006745887681)i13:0.01939047725)i11:0.34247800927)i4:0.4728331093,((l6:0.1437407678,t10:0.1437407678)i15:0.1999463586,(l8:0.04160132283,l9:0.04160132283)i17:0.3020858036)i14:0.4977603571)i3;","LGF_28.nwk.txt","LG"
"(l1:1.537535316,((((l3:0.05109050091,l4:0.05109050091)i7:0.3360368715,l5:0.3871273724)i6:0.2910666797,l2:0.6781940522)i5:0.2770820829,((l8:0.20791699336,(l6:0.0307681923,l7:0.0307681923)i13:0.1771488011)i10:0.1915313533,(l9:0.02201538806,l10:0.02201538806)i16:0.37743295860000003)i9:0.5558277884)i4:0.5822591809)i3;","BLG_96.nwk.txt","LG"
"(((((l10:0.005803897738,l11:0.005803897738)i9:0.3360966596,((l7:0.01110606276,l9:0.01110606276)i11:0.1349146955,l6:0.1460207582)i10:0.1958797991)i8:0.6768314569,l3:1.018732014)i7:0.4129998101,l8:1.4317318237599999)i4:0.1283623301,((l4:0.4669060153,l5:0.4669060153)i15:0.8659887304,l2:1.3328947459)i14:0.2271994086)i3;","BLG_70.nwk.txt","LG"
"((l3:0.5532136034,(((t17:0.004010348167,l10:0.004010348167)i8:0.001353300733,l9:0.0053636489)i7:0.2836616836,(t15:0.2482267403,((l7:0.05504447125,l8:0.05504447125)i12:0.1830830624,(l5:0.09931854539,l6:0.09931854539)i13:0.1388089883)i11:0.01009920664)i9:0.04079859223)i6:0.2641882709)i5:0.2164542761,l4:0.7696678795)i3;","BLG_45.nwk.txt","LG"
"((((((l8:0.302861579,t21:0.30286157896)i8:0.1446593376,(t8:0.1620348751,l7:0.4058332911)i11:0.04168762546)i7:0.2981913146,(l9:0.2900207929,(l10:0.1661516551,l11:0.1661516551)i14:0.1238691378)i12:0.4556914382)i6:0.8964519423,t3:0.976188309)i5:0.003740333513,(l6:1.288055341,((l12:0.0005391806003,l13:0.0005391806003)i18:0.01672754121,t1:0.01726672181)i17:1.2707886191)i15:0.357849166)i4:0.06079720175,t15:0.1877552744)i3;","LGF_12.nwk.txt","LG"
"((l5:0.376801542,(((l9:0.008684005345,l10:0.008684005345)i7:0.2079021121,((t12:0.1033289171,l7:0.10332891713)i9:0.04749621413,(l11:0.001097392186,l12:0.001097392186)i12:0.1497277391)i8:0.06576098617)i6:0.1044444898,(l6:0.02147502429,l8:0.02147502429)i14:0.29955558294)i5:0.05577093472)i4:0.7161689617,l4:1.092970504)i3;","BLG_65.nwk.txt","LG"
"(((t7:0.07040537485,l8:0.07040537485)i6:0.01150989867,t15:0.08191527352)i4:1.230948336,(((((t16:0.02051065414,l9:0.02051065414)i14:0.2449682468,(l6:0.1415032875,l7:0.1415032875)i16:0.1239756134)i13:0.1789068335,t2:0.4443857344)i12:0.04108415777,(l10:0.01504175646,l11:0.01504175646)i11:0.470428135682)i9:0.1643644881,t26:0.08810509799)i8:0.6630292296)i3;","BLGF_11.nwk.txt","LG"
"(((l10:0.006778587498,l11:0.006778587498)i6:1.3230454006,(((l8:0.03852629274,l9:0.03852629274)i10:0.670657267,l4:0.7091835597)i9:0.0005866033391,l3:0.7097701631)i8:0.6200538249)i4:0.06848514484,((t6:0.2716844831,l7:0.2716844831)i13:0.531877376,(l5:0.4102574654,l6:0.4102574654)i14:0.3933043936)i12:0.59474727374)i3;","BLG_41.nwk.txt","LG"
"((((t6:0.1405521283,t1:0.5795165269)i7:0.3155932067,(((((l12:0.05144998671,l13:0.05144998671)i13:0.05269937238,l11:0.1041493591)i12:0.2300068952,l6:0.3341562543)i11:0.3506553238,(l9:0.2174873259,l10:0.2174873259)i15:0.4673242521)i10:0.1886554816,(l5:0.7322834982,t26:0.1658197784)i17:0.1411835614)i9:0.02164267395)i6:0.08395205348,t19:0.14829984019)i4:1.266822708,(l7:0.2356693093,l8:0.2356693093)i18:2.010215186)i3;","LGF_45.nwk.txt","LG"
"(((l8:0.05863773189,t10:0.05863773189)i5:0.1179696608,l5:0.1766073927)i4:0.7861693497,(((l2:0.391526938,(l3:0.3127793917,(l6:0.09633698573,l7:0.09633698572)i13:0.216442406)i12:0.07874754625)i11:0.03968963422,(l9:0.01820312049,l10:0.01820312049)i15:0.4130134517)i10:0.06551163924,l4:0.4967282115)i8:0.4660485309)i3;","LG_92.nwk.txt","LG"
